"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL481091";"";"None";"355.20";"0";"3.26";"39";"N#Cc1ccc(C(c2ccc(O)c(Br)c2)n2cncn2)cc1";"IC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"24.62";"0.54";"5.48";"11.70";"0";"CHEMBL988317";"Inhibition of aromatase activity in human JEG3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155113";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308202";""
"CHEMBL4575939";"";"None";"419.20";"0";"3.33";"3";"O=[N+]([O-])c1cccc(CN(c2ccc([N+](=O)[O-])c(Br)c2)n2cnnc2)c1";"IC50";"'='";"12.12";"nM";"7.92";"";"";"UO_0000065";"18.88";"0.42";"4.59";"6.58";"0";"CHEMBL4480339";"Inhibition of recombinant human aromatase using 7-methoxy-trifluoromethylcoumarin as substrate incubated for 30 mins by fluorescence microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477276";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"Letrozole";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"2.178";"nM";"8.66";"";"";"UO_0000065";"30.36";"0.54";"6.00";"11.06";"0";"CHEMBL4480339";"Inhibition of recombinant human aromatase using 7-methoxy-trifluoromethylcoumarin as substrate incubated for 30 mins by fluorescence microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477276";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL1825042";"";"None";"241.34";"0";"3.37";"35f";"c1ccc(Cn2cc(C3CCCCC3)nn2)cc1";"IC50";"'='";"7980.0";"nM";"5.10";"";"";"UO_0000065";"21.12";"0.39";"1.73";"16.60";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL3818720";"";"None";"376.84";"1";"5.71";"1";"COc1ccc2c(Cc3ccccc3)c(-c3ccc(Cl)cc3)c(=O)oc2c1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"18.83";"0.36";"1.39";"17.99";"0";"CHEMBL3830765";"Inhibition of aromatase in human MCF7 cells using [1beta-3H]androstenedione as substrate measured after 1 hr by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826918";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308403";""
"CHEMBL194047";"";"None";"239.29";"0";"4.10";"38a";"C/C(=C1/CCc2cc(F)ccc21)c1cccnc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL831020";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound; nd is not determined";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL4225257";"";"None";"273.75";"0";"3.92";"11";"Clc1cccc(-c2csc(-c3ncccn3)n2)c1";"IC50";"'='";"3253.28";"nM";"5.49";"";"";"UO_0000065";"20.05";"0.42";"1.57";"14.19";"0";"CHEMBL4222102";"Inhibition of aromatase in supersomes (unknown origin) using 7-methoxy-4-trifloromethyl coumarone as substrate after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219133";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL1784813";"";"None";"364.43";"0";"1.36";"32, SYN 15516633";"CC1(C)Oc2ccc(S(=O)(=O)NCCCn3ccnc3)cc2NC1=O";"IC50";"'='";"499.0";"nM";"6.30";"";"";"UO_0000065";"17.29";"0.34";"4.94";"6.16";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL4526798";"";"None";"442.20";"0";"4.44";"6";"O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)n2cnnc2)cc1Br";"IC50";"'='";"43.57";"nM";"7.36";"";"";"UO_0000065";"16.65";"0.37";"2.92";"9.55";"0";"CHEMBL4480339";"Inhibition of recombinant human aromatase using 7-methoxy-trifluoromethylcoumarin as substrate incubated for 30 mins by fluorescence microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477276";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"letrozole";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"27.14";"0.48";"5.08";"9.89";"0";"CHEMBL1787614";"Inhibition of aromatase in human placental microsomes assessed as inhibition of aromatization of [1,2,6,7-3H] androstenedione by flow scintillation analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781966";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL5077976";"";"None";"303.36";"0";"4.47";"1b";"CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1cccnc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5037521";"Inhibition of human aromatase assessed as reduction in fluorescence intensity preincubated with NADPH regenerating system for 10 mins followed by substrate addition incubated for 60 mins by fluorescence based microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5036334";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.167 hr"
"CHEMBL118266";"";"None";"239.30";"0";"3.27";"IV";"c1cncc(-c2csc(-c3cccnc3)n2)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"35.09";"0.67";"5.13";"21.72";"0";"CHEMBL4222101";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219133";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL404225";"";"None";"274.32";"0";"4.55";"Table 1, R1C2";"O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"19.56";"0.35";"0.82";"20.41";"0";"CHEMBL1787614";"Inhibition of aromatase in human placental microsomes assessed as inhibition of aromatization of [1,2,6,7-3H] androstenedione by flow scintillation analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781966";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL355681";"";"None";"256.33";"0";"2.94";"13";"Nc1ncc(/C=C2\CCc3ccccc3C2=O)s1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL4556775";"";"None";"439.40";"1";"5.34";"11";"O=[N+]([O-])c1ccc(N(Cc2cccc(C(F)(F)F)c2)n2cnnc2)cc1-c1ccccc1";"IC50";"'='";"17.42";"nM";"7.76";"";"";"UO_0000065";"17.66";"0.33";"2.42";"10.06";"0";"CHEMBL4480339";"Inhibition of recombinant human aromatase using 7-methoxy-trifluoromethylcoumarin as substrate incubated for 30 mins by fluorescence microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477276";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL4169756";"";"None";"864.66";"2";"8.54";"22";"O=S(=O)(NCCc1c(C(c2ccc(F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1";"IC50";"'='";"7600.0";"nM";"5.12";"";"";"UO_0000065";"5.92";"0.13";"-3.42";"4.13";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3914106";"";"None";"462.49";"0";"3.50";"13";"Cc1ccnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)n1";"IC50";"'='";"9520.0";"nM";"5.02";"";"";"UO_0000065";"10.86";"0.21";"1.52";"3.83";"0";"CHEMBL3878422";"Inhibition of aromatase activity in human T47D cells after 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"T47D";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3877287";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307606";""
"CHEMBL1956188";"";"None";"311.34";"0";"4.69";"25";"N#Cc1ccc(-n2ccc3ccncc32)cc1Oc1ccccc1";"IC50";"'='";"114.0";"nM";"6.94";"";"";"UO_0000065";"22.30";"0.40";"2.25";"13.66";"0";"CHEMBL1958525";"Inhibition of human aromatase coexpressed with P450 reductase by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955805";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2179110";"";"None";"366.50";"0";"4.27";"5";"CCC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"11.8";"nM";"7.93";"";"";"UO_0000065";"21.63";"0.40";"3.66";"18.28";"0";"CHEMBL2185145";"Inhibition of human placental aromatase using [3H]-1beta-androstenedione as substrate after 16 hrs by [3H]-water method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176958";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL4175698";"";"None";"849.88";"2";"8.78";"19";"N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1";"IC50";"'='";"15300.0";"nM";"4.82";"";"";"UO_0000065";"5.67";"0.11";"-3.96";"3.26";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"1";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"30.57";"0.54";"6.06";"11.14";"1";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL2235952";"";"None";"344.41";"0";"4.17";"28, DPJ-1055";"O=C1/C(=C/c2ccccc2OCCCn2ccnc2)Cc2ccccc21";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.30";"0.31";"1.79";"13.51";"0";"CHEMBL3062621";"Inhibition of Homo sapiens (human) aromatase assessed as 3H2O formation using [1beta,2beta-3H]testosterone as substrate by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045212";"1";"Scientific Literature";"Med Chem Res";"2011";"None";""
"CHEMBL468410";"";"None";"298.35";"0";"3.87";"17";"N#Cc1ccc(C(c2cccc3[nH]ccc23)n2ccnc2)cc1";"IC50";"'='";"18.7";"nM";"7.73";"";"";"UO_0000065";"25.90";"0.46";"3.86";"13.46";"0";"CHEMBL967987";"Inhibition of aromatase in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL513168";"";"None";"299.34";"0";"3.27";"18";"N#Cc1ccc(C(c2cccc3[nH]ccc23)n2cncn2)cc1";"IC50";"'='";"1620.0";"nM";"5.79";"";"";"UO_0000065";"19.34";"0.34";"2.52";"8.24";"0";"CHEMBL967987";"Inhibition of aromatase in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL3984531";"";"None";"345.40";"0";"4.74";"12c";"CC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"220.8";"nM";"6.66";"";"";"UO_0000065";"19.27";"0.35";"1.92";"6.99";"0";"CHEMBL3861278";"Inhibition of recombinant human microsomal CYP19 using MFC as substrate measured after 30 mins by fluorometric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860069";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL1093458";"ENDOXIFEN";"3.0";"373.50";"1";"5.36";"Endoxifen, E/Z mixture";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"13.98";"0.25";"-0.14";"12.59";"1";"CHEMBL2388440";"Inhibition of human recombinant placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385050";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL75";"";"None";"531.44";"1";"4.21";"Ketoconazol";"CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"10.57";"0.21";"1.41";"8.14";"0";"CHEMBL4836470";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834458";"1";"Scientific Literature";"J Nat Prod";"2021";"None";""
"CHEMBL1825039";"";"None";"243.35";"0";"3.45";"35c";"CCCCCCc1cn(Cc2ccccc2)nn1";"IC50";"'='";"7470.0";"nM";"5.13";"";"";"UO_0000065";"21.07";"0.39";"1.68";"16.69";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL1825040";"";"None";"257.38";"0";"3.84";"35d";"CCCCCCCc1cn(Cc2ccccc2)nn1";"IC50";"'='";"9530.0";"nM";"5.02";"";"";"UO_0000065";"19.51";"0.36";"1.18";"16.35";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL1825041";"";"None";"299.46";"1";"5.01";"35e";"CCCCCCCCCCc1cn(Cc2ccccc2)nn1";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"17.34";"0.32";"0.18";"16.91";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL3099695";"OSILODROSTAT";"4.0";"227.24";"0";"2.43";"7n";"N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"22.98";"0.42";"2.79";"12.55";"0";"CHEMBL3101167";"Inhibition of human CYP19 preincubated for 10 mins followed by protein addition measured after 90 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098017";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";""
"CHEMBL1825046";"";"None";"310.31";"0";"2.81";"35k";"O=[N+]([O-])c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1";"IC50";"'='";"2780.0";"nM";"5.56";"";"";"UO_0000065";"17.90";"0.33";"2.75";"6.69";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL3948337";"";"None";"303.34";"0";"4.57";"17";"Fc1ccc2nc(-c3cncc4ccccc34)c(C3CC3)n2c1";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"20.12";"0.36";"1.53";"20.21";"0";"CHEMBL3872116";"Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4570681";"";"None";"506.52";"1";"2.46";"19";"O=[N+]([O-])c1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2)cc1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"12.70";"0.26";"3.97";"3.60";"0";"CHEMBL4362640";"Inhibition of recombinant human aromatase expressed in baculovirus infected insect cells using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH generating system by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4359882";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL3421768";"";"None";"306.32";"0";"4.24";"7";"O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1";"IC50";"'='";"2425.0";"nM";"5.62";"";"";"UO_0000065";"18.33";"0.33";"1.38";"8.60";"0";"CHEMBL3424481";"Inhibition of human CYP19 expressed in hamster fibroblast using 500 nM [1beta-3H] androstenedione as substrate by HPLC analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421536";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL294361";"";"None";"251.33";"0";"3.53";"(+)-4";"COc1ccc2c(c1)C1C(CC2)C1c1ccncc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"29.93";"0.54";"3.99";"34.01";"1";"CHEMBL662434";"Inhibition of Human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128393";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL1688898";"";"None";"362.39";"0";"3.63";"10";"COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1";"IC50";"'='";"127.0";"nM";"6.90";"";"";"UO_0000065";"19.03";"0.35";"3.27";"10.37";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL2179109";"";"None";"352.47";"0";"3.88";"4";"CC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"112.3";"nM";"6.95";"";"";"UO_0000065";"19.72";"0.37";"3.07";"16.02";"0";"CHEMBL2185145";"Inhibition of human placental aromatase using [3H]-1beta-androstenedione as substrate after 16 hrs by [3H]-water method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176958";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL1939540";"";"None";"338.44";"1";"6.18";"3y";"c1ccc2cc(-c3nsc(-c4ccc5ccccc5c4)n3)ccc2c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL1939548";"";"None";"288.34";"0";"3.62";"3gg";"N#Cc1ccc(-c2nsc(-c3ccc(C#N)cc3)n2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
