PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
5121,144210517,11432,C1=NN=CN1N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5122,144210519,33344,CN1C(=O)C=C(S1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5123,144210520,43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5124,144210521,13283,CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5125,144210523,9865514,CC1=CC2=C3C(=C1)C(=N[C@H](C(=O)N3CC2)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5126,144210524,23674746,CCC1=C2C(=CC(=C1)C3=C(N(S(=O)(=O)C4=CC=CC=C43)C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2.[K+],Inactive,0,,,inactive,inactive,,0,active antagonist,8.53842,-78.5176,Pharma
5127,144210526,6451325,C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5128,144210529,60196399,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)[N-]S(=O)(=O)C2=CC(=CO2)C(C)(C)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5129,144210531,6918686,CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5130,144210533,193943,CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C,Inactive,0,,,inactive,inactive,,0,active antagonist,14.4541,-33.1891,Pharma
5131,144210534,18173271,CC1=NC(=NO1)C2=CC3=C(CCN(CC3)CCC4CCC(CC4)NC(=O)/C=C/C5=CC=C(C=C5)F)C=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5132,144210539,60196400,CCN(C(C)C)C(=O)C1=CC(=CC(=C1)C)OC[C@H](C)NC2=CC=NC=C2.CC1=CC=C(C=C1)S(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5133,144210543,5481119,CCN1C(=CC(=N1)CC2=CC=CC=C2)C3CCN(CC3)C[C@H]4C[C@@H](C[C@@H]4C5=CC(=CC=C5)F)N(C)[C@H](C(C)C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5134,144210546,60196401,CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C3=C(C=C(C=C3)OC)C[C@H](C)C(=O)[O-])C(=O)[O-])C4=CC5=C(C=C4)OCO5.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5135,144210548,60196402,CN(C)C(=O)NC1(CCN(CC1)CC[C@]2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)F)F)C5=CC=CC=C5.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5136,144210551,178019,CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C.CS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5137,144210552,9842616,C1CC2CC(CC1N2C3=NC=CC=N3)NCC(=O)N4CC(C[C@H]4C#N)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5138,144210557,9869105,C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5139,144210558,9824131,CC(C)[C@@H](C(=O)N[C@H]1CC2=CC=CC=C2[C@H]3CCC[C@H](N3C1=O)C(=O)O)SC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5140,144210564,5311271,COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5141,144210572,24798733,C1=CC=C(C(=C1)C(=O)O)N2C=C(C(=O)C3=CC(=C(C=C32)Cl)NC4=C(C=C(C=C4Cl)F)F)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5142,144210573,12148754,C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)F)NC(=O)NC(=O)C3=CC(=C(C=C3Cl)F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5143,144210576,60196409,C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,13.1017,41.2682,Pharma
5144,144210577,60196410,CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC(=NC=C3N2CC(=O)NC4=NC=C(C=C4)Cl)OCCOC.CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5145,144210580,25099474,CC1=CN(C2=C1C=C(C=C2)F)NC(=O)C3=CN=C(N=C3C)C4=CC=CC=N4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5146,144210581,9951932,CC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(=O)O,Inactive,0,,,inactive,inactive,,0,active antagonist,13.1702,-39.2195,Pharma
5147,144210583,60196412,CC(C)[C@@]1(CC[C@H](C1)[NH2+][C@H]2CCOC[C@H]2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F.C(CC(=O)[O-])C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5148,144210584,44578765,CCOC1=CC=CC(=C1)N2C=C(N=C2C3=CC=C(C=C3)C)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharma
5149,144210585,5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Cayman
5150,144210586,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5151,144210589,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,68.5896,48.8225,USP
5152,144210590,16759173,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,USP
5153,144210591,23674889,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5154,144210593,13223,C1C2C=CC1C3C2C(=O)OC3=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5155,144210596,15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Maybridge
5156,144210597,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5157,144210598,8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5158,144210600,657298,CCCC1=CC(=O)NC(=S)N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5159,144210601,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5160,144210603,6629,CC(C)(C1=CC=CC=C1)OO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5161,144210604,7289,C(C(CCl)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5162,144210606,31249,CCOC(=O)CCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
5163,144210608,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5164,144210610,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,8.63492,-35.2432,SIGMA
5165,144210611,6427097,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,TCI
5166,144210612,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5167,144210613,7443,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5168,144210615,31337,C(C(CO)(CO)[N+](=O)[O-])O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5169,144210616,18692,C(C(CO)(CBr)CBr)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5170,144210617,13297,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,Inactive,0,,,inactive,inactive,,0,active antagonist,27.306,-101.002,SIGMA
5171,144210618,169132,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5172,144210619,4156,COS(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5173,144210621,11164,C1C(O1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5174,144210622,444913,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5175,144210623,853433,C/C=C/C1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5176,144210624,8561,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5177,144210625,444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,Inactive,0,,,inactive,inactive,,0,active antagonist,68.5199,-58.2631,SIGMA
5178,144210626,8172,C(COCCOCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5179,144210628,5807,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5180,144210630,33733,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5181,144210631,7833,C1CC2C(O2)CC1C3CO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5182,144210633,3034368,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5183,144210635,23284,CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5184,144210637,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5185,144210638,3657,C(=O)(N)NO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5186,144210639,7059,CC1=CC2=C(C=C1)N=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5187,144210640,6537,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,SIGMA
5188,144210641,22932,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5189,144210642,94037,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Lanxess
5190,144210644,7267,CC1=CC(=C(C=C1)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5191,144210646,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5192,144210647,7238,CC1=CC=CC=C1Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5193,144210648,53316391,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Lanxess
5194,144210649,20478723,CCCCCCCCCCCCCCCS(=O)(=O)OC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Lanxess
5195,144210651,11369,CCC1=C(C(=CC=C1)CC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5196,144210652,6739,CC1=C(C(=CC=C1)[N+](=O)[O-])C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5197,144210654,15600,CCCCCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5198,144210655,454,CCCCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5199,144210656,7463,CC1=CC=C(C=C1)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5200,144210657,7002,CC1=CC=CC2=CC=CC=C12,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5201,144210658,7245,C1=CC=C(C(=C1)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5202,144210659,7947,CC1=CC(=CC(=C1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5203,144210660,8094,CCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5204,144210661,7410,CC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5205,144210662,196,C(CCC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5206,144210663,379,CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5207,144210664,7810,CC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5208,144210665,8635,COC(=O)C1=CC=CC=C1N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5209,144210666,10698,CC1=CC(=C(C(=C1)C)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5210,144210667,16224,CCCCCCCCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5211,144210668,7820,COC(=O)CCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5212,144210669,31253,CC(=CCCC(=C)C=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5213,144210670,1183,COC1=C(C=CC(=C1)C=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5214,144210671,8831,CC(C)COC(=O)CCCCC(=O)OCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5215,144210672,79,C1=CC(=CN=C1)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5216,144210673,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5217,144210677,6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5218,144210679,6491,CC1(C(=O)NC(=O)N1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5219,144210680,7450,CC(C)C1=CC(=CC=C1)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5220,144210681,12329,COC(=O)CCCCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5221,144210682,6418,CC(C(=O)O)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5222,144210683,1054,CC1=NC=C(C(=C1O)CO)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5223,144210684,2969,CCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5224,144210685,8800,CN(C)C(=O)NC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5225,144210686,78202,CCCCCCCCN(C)CCCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5226,144210687,8190,CCOCCOCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5227,144210688,25054,CC(CO)OCC(C)OCC(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5228,144210689,16584,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5229,144210690,525,C(C(C(=O)O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5230,144210691,31276,CC(C)CCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5231,144210693,7943,COC(=O)CC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5232,144210694,23665770,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5233,144210696,71245,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sigma DiscoveryCPR
5234,144210697,2943,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5235,144210699,23695542,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
5236,144210700,7797,CCCCCCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5237,144210701,5634,C=CCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5238,144210702,7795,CCCC(=O)OCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
5239,144210704,31340,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5240,144210705,7440,CC1=C(C=C(C=C1)[N+](=O)[O-])C,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5241,144210706,12130,CCCN(CCC)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5242,144210707,9920342,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5243,144210712,67542,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5244,144210714,23678874,C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.[K+],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,LightBiologicals
5245,144210715,69619,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5246,144210717,165746,CC(C)CCCCCOC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5247,144210719,5364361,C1/C=C\CC/C=C\CC/C=C\C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5248,144210724,8892,CCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
5249,144210725,17730,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,active antagonist,15.3553,-137.089,SIGMA
5250,144210726,9570092,CC(C)(/C=N/O)SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sigma DiscoveryCPR
5251,144210728,5988,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5252,144210732,13232,CC1CC(OC(O1)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
5253,144210734,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5254,144210735,90258,CCO[Si](CCCNC(=O)N)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5255,144210737,6597,C(C(=O)O)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5256,144210740,36606,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5257,144210742,16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5258,144210743,13542,CCCCN(CCCC)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
5259,144210744,60768,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=C5C=COC5=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5260,144210746,462368,CC[C@H](C)[C@@H](C(=O)O)N1C(=O)C2=CC=CC=C2S1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5261,144210747,54687772,CC1=CC(=C(C=C1CO)C(C)(C)C)SC2=C(C[C@@](OC2=O)(CCC3=CC=C(C=C3)N)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,43.2771,-34.3105,Pfizer
5262,144210748,135418174,CCN1C2=C(C(=N1)C)N=C(CNC2=O)C3=CC=C(C=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5263,144210750,9869142,C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5264,144210751,9866250,C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5265,144210754,156328,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5266,144210757,18551400,CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O,Inactive,0,,,inactive,inactive,,0,active antagonist,61.1306,-63.3355,Pfizer
5267,144210760,10407399,CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC=C(C=C3)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5268,144210761,10145345,CC[C@@H]1C[C@@H](C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,10.8707,25.878,Pfizer
5269,144210763,9865929,CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=NON=C4C=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5270,144210764,9955578,C[C@H](C(=O)O)OC1=CC(=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=C(C=C3)OCO4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5271,144210766,9930121,C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5272,144210767,9932000,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5273,144210768,5362417,COCCOC[C@H](CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,Inactive,0,,,inactive,inactive,,0,active antagonist,61.1306,-58.3905,Pfizer
5274,144210769,9867605,COCC1=NN=C(N1C2=C3C(=CC(=C2Cl)Cl)NC(=O)C(=O)N3)C4=C[N+](=CC=C4)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5275,144210771,135430996,CCCOC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)CC)C3=NC4=C(N(N=C4C(=O)N3)CC5=CC=CC=N5)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5276,144210773,9843744,C1CN2C(=O)[C@@H](N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5277,144210774,135529432,C1CCC(CC1)(CC2=NOC(=O)N2)CN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfizer
5278,144210777,5724,C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,64.7528,-39.9039,Pfizer
