preprocessedSmiles,PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME
CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,144205077.0,Inactive
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,144205081.0,Inactive
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,144205082.0,Inactive
C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,144205084.0,Inactive
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,144205086.0,Inactive
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,144205087.0,Inactive
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,144205088.0,Inactive
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,144205090.0,Inactive
C[C@]12CC(=O)C3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,144205092.0,Inactive
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,144205095.0,Inactive
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)CC(C)C(=O)C=CC(C)=CC1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,144205099.0,Inactive
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,144205101.0,Inactive
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,144205107.0,Inactive
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,144205109.0,Inactive
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,144205110.0,Inactive
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,144205112.0,Inactive
COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,144205119.0,Inactive
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,144205120.0,Inactive
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,144205123.0,Inactive
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,144205125.0,Inactive
CCCCC(CC)COC(=O)c1ccccc1O,144205126.0,Inactive
CCC[C@@H]1CC(C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,144205128.0,Inactive
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,144205130.0,Inactive
CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)O,144205132.0,Inactive
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,144205133.0,Inactive
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,144205136.0,Inactive
C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,144205137.0,Inactive
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,144205141.0,Inactive
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,144205144.0,Inactive
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,144205145.0,Inactive
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,144205148.0,Inactive
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,144205150.0,Inactive
CC(C)(C)C(=O)OCC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,144205152.0,Inactive
O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,144205154.0,Inactive
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,144205155.0,Inactive
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,144205157.0,Inactive
CCCCCCCCCCCCCCCCCCO,144205163.0,Inactive
CCCCCCCCCCCCCCCCCCCCCCO,144205164.0,Inactive
CCCCCCCCCCCCSCCOCCO,144205176.0,Inactive
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],144205177.0,Inactive
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,144205180.0,Inactive
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,144205181.0,Inactive
O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,144205184.0,Inactive
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,144205187.0,Inactive
Cc1c(I)c(=O)n(-c2ccccc2)n1C,144205189.0,Inactive
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,144205190.0,Inactive
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,144205192.0,Inactive
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,144205201.0,Inactive
CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCC[C@H](C)CCC[C@H](C)CCCC(C)C,144205208.0,Inactive
COc1c(O)c(C)c(C=CC(C)=CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,144205213.0,Inactive
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,144205218.0,Inactive
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,144205220.0,Inactive
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,144205222.0,Inactive
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,144205223.0,Inactive
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,144205226.0,Inactive
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,144205228.0,Inactive
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,144205230.0,Inactive
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,144205231.0,Inactive
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,144205234.0,Inactive
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,144205241.0,Inactive
CCOc1ccc(N=C(C)Nc2ccc(OCC)cc2)cc1,144205242.0,Inactive
Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)O)s1,144205244.0,Inactive
COC(=O)C1[C@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,144205246.0,Inactive
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,144205252.0,Inactive
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,144205253.0,Inactive
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,144205259.0,Inactive
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,144205261.0,Inactive
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,144205270.0,Inactive
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,144205271.0,Inactive
c1ccc2sc(SNC3CCCCC3)nc2c1,144205274.0,Inactive
Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,144205276.0,Inactive
CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,144205277.0,Inactive
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,144205278.0,Inactive
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,144205281.0,Inactive
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,144205282.0,Inactive
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,144205283.0,Inactive
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,144205284.0,Inactive
CN1CCN(C(=O)Oc2c3nccnc3c(O)n2-c2ccc(Cl)cn2)CC1,144205286.0,Inactive
Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,144205287.0,Inactive
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,144205290.0,Inactive
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,144205291.0,Inactive
O=[PH](=O)(O)C(O)(Cn1ccnc1)[PH](=O)(=O)O,144205292.0,Inactive
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,144205293.0,Inactive
O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(C[PH](=O)(=O)O)c1=O,144205298.0,Inactive
CC(C)CC(=O)NC(C(=O)NC(C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC(C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,144205300.0,Inactive
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,144205304.0,Inactive
Cc1cc(=O)c2c(O)c3c(=O)cc(O)c4c3c3c(cc(O)c1c23)C(C)(C)C=4O,144205306.0,Inactive
O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,144205308.0,Inactive
O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1,144205309.0,Inactive
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,144205311.0,Inactive
CCCCCCCCCCCC(=O)OC[C@@H](O)C1OC[C@H](O)[C@H]1O,144205312.0,Inactive
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,144205313.0,Inactive
CC(=O)OC=C1CSC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,144205314.0,Inactive
COc1cc(C(=S)N2CCOCC2)ccc1O,144205315.0,Inactive
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,144205317.0,Inactive
Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,144205318.0,Inactive
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C,144205323.0,Inactive
O=C(O)/C=C/C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,144205324.0,Inactive
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,144205325.0,Inactive
Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,144205326.0,Inactive
CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,144205327.0,Inactive
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,144205328.0,Inactive
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,144205332.0,Inactive
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,144205333.0,Inactive
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,144205337.0,Inactive
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,144205338.0,Inactive
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,144205339.0,Inactive
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,144205340.0,Inactive
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,144205343.0,Inactive
O=[PH](=O)(O)C(O)(Cc1cccnc1)[PH](=O)(=O)O,144205344.0,Inactive
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,144205345.0,Inactive
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,144205348.0,Inactive
Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,144205349.0,Inactive
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,144205350.0,Inactive
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,144205352.0,Inactive
CCOC(=O)C=C(C)C=CC[C@@H](C)CCCC(C)C,144205353.0,Inactive
Cc1cccc(C)c1NC(=O)CN1CCCCCC1,144205354.0,Inactive
O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1,144205355.0,Inactive
COc1cc2c(cc1OC)[C@@H]1CC(=O)C(CC(C)C)CN1CC2,144205356.0,Inactive
CC(Cc1ccccc1)NCc1ccccc1Cl,144205359.0,Inactive
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1OC(F)F,144205362.0,Inactive
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,144205363.0,Inactive
O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,144205365.0,Inactive
NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,144205367.0,Inactive
O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,144205370.0,Inactive
O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,144205372.0,Inactive
Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1,144205375.0,Inactive
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,144205378.0,Inactive
O=C(O)CNC(=O)c1ccccc1I,144205379.0,Inactive
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,144205387.0,Inactive
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,144205388.0,Inactive
O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,144205391.0,Inactive
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,144205393.0,Inactive
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,144205394.0,Inactive
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,144205397.0,Inactive
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,144205398.0,Inactive
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,144205399.0,Inactive
COc1ccc(C=NNC(=O)c2ccncc2)c(C(=O)O)c1OC,144205403.0,Inactive
O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,144205404.0,Inactive
OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,144205405.0,Inactive
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,144205406.0,Inactive
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,144205407.0,Inactive
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,144205413.0,Inactive
CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,144205415.0,Inactive
COc1ccc(Cc2cnc(N)nc2N)cc1OC,144205419.0,Inactive
C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,144205420.0,Inactive
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,144205427.0,Inactive
O=c1c(Cc2ccc(Cl)cc2)c(O)nc2n1CCS2,144205428.0,Inactive
Clc1ccc2nsnc2c1NC1=NCCN1,144205429.0,Inactive
CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,144205433.0,Inactive
Nc1ncnc2c1ncn2CCOC[PH](=O)(=O)O,144205435.0,Inactive
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,144205436.0,Inactive
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,144205437.0,Inactive
CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1,144205438.0,Inactive
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,144205439.0,Inactive
Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,144205442.0,Inactive
c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1,144205443.0,Inactive
OC[C@H]1O[C@H](O[C@@]2(CO)O[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,144205445.0,Inactive
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,144205446.0,Inactive
[O-][S+](c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,144205447.0,Inactive
O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,144205449.0,Inactive
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,144205450.0,Inactive
CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,144205451.0,Inactive
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,144205452.0,Inactive
Cc1ccc2c(Br)cc(Br)c(O)c2n1,144205457.0,Inactive
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,144205461.0,Inactive
O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,144205462.0,Inactive
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,144205463.0,Inactive
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,144205464.0,Inactive
O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,144205472.0,Inactive
CCCC(C)(COC(N)=O)COC(=O)NC1CC1,144205474.0,Inactive
CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,144205478.0,Inactive
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,144205479.0,Inactive
c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,144205480.0,Inactive
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,144205485.0,Inactive
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,144205486.0,Inactive
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,144205491.0,Inactive
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1,144205492.0,Inactive
Cc1ncc(C[n+]2csc(CCO[PH](=O)(=O)O[PH](=O)(=O)O)c2C)c(N)n1,144205493.0,Inactive
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,144205494.0,Inactive
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,144205495.0,Inactive
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,144205497.0,Inactive
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,144205498.0,Inactive
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,144205499.0,Inactive
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,144205500.0,Inactive
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,144205502.0,Inactive
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,144205505.0,Inactive
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,144205509.0,Inactive
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,144205511.0,Inactive
COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,144205512.0,Inactive
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,144205516.0,Inactive
O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,144205518.0,Inactive
Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,144205519.0,Inactive
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,144205520.0,Inactive
CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,144205521.0,Inactive
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,144205524.0,Inactive
NCCC[C@H](N)CC(=O)NC1CNC(=O)C([C@H]2C[C@H](O)NC(N)=N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,144205528.0,Inactive
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,144205529.0,Inactive
O=C(O)COc1ccccc1/C=N/NC(=O)c1ccncc1,144205530.0,Inactive
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,144205532.0,Inactive
OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,144205533.0,Inactive
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,144205534.0,Inactive
O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,144205535.0,Inactive
Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,144205539.0,Inactive
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,144205540.0,Inactive
C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,144205541.0,Inactive
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,144205542.0,Inactive
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,144205543.0,Inactive
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,144205544.0,Inactive
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,144205545.0,Inactive
COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2,144205546.0,Inactive
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,144205553.0,Inactive
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,144205555.0,Inactive
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,144205557.0,Inactive
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,144205558.0,Inactive
C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,144205559.0,Inactive
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,144205560.0,Inactive
CCCCC(C)(O)C/C=C/[C@@H]1C(CCCCCCC(=O)OC)C(=O)C[C@H]1O,144205563.0,Inactive
CC(=O)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,144205564.0,Inactive
O=c1[nH]c(O)cn1/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,144205566.0,Inactive
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,144205568.0,Inactive
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,144205569.0,Inactive
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,144205570.0,Inactive
C[C@@H](CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,144205575.0,Inactive
CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,144205576.0,Inactive
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,144205577.0,Inactive
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,144205579.0,Inactive
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,144205580.0,Inactive
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,144205583.0,Inactive
CCCC[N+]1(C)[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,144205584.0,Inactive
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,144205585.0,Inactive
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,144205586.0,Inactive
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,144205587.0,Inactive
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,144205588.0,Inactive
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,144205591.0,Inactive
